request_id,job_id,finish_reason,e2e_latency,num_prompt_tokens,num_generation_tokens,num_cached_tokens,prefix_cache_hit_rate,queued_time,prefill_time,inference_time,decode_time,max_tokens_param
chatcmpl-4823b52dce6b4640a7da3f9ef602a838,10,stop,134.20040345191956,2427,225,96,0.03955500618046971,62.67408015811816,3.2995011408347636,67.30093595385551,64.00143481302075,8192
chatcmpl-cd649679c39a44519f65b9a40acbf306,6,stop,46.89556312561035,1964,141,944,0.48065173116089616,4.2599160224199295e-05,0.779884940944612,46.88716991082765,46.10728496988304,10000
chatcmpl-46e5f60726824e2983d63af7703ddfb6,4,stop,187.31429266929626,3436,593,96,0.027939464493597205,21.512095160083845,10.521203947952017,162.56567391799763,152.0444699700456,8192
chatcmpl-50e388c18b7f47febf183bc1973a0e6c,5,stop,3.2429049015045166,2349,32,2224,0.9467858663260962,4.24068421125412e-05,0.2059173460584134,3.188394444063306,2.9824770980048925,10000
chatcmpl-a03ddfd9b146488eb528216391a63427,2,stop,69.94303798675537,2943,280,96,0.0326197757390418,0.29658079193904996,3.264261424075812,68.15950483595952,64.89524341188371,8192
chatcmpl-9ef8801b71174498a50f208ae338db3b,10,stop,176.83355069160461,1780,395,96,0.05393258426966292,73.37103843898512,3.3519257931038737,99.39492366695777,96.04299787385389,8192
chatcmpl-cc24a1c4e5754b379ffe68ed7b2ad9ca,10,stop,136.03218531608582,2394,298,96,0.040100250626566414,70.06243685400113,3.4902029861696064,61.01044171513058,57.520238728960976,8192
chatcmpl-9727873800d24b44a3d27ed3fa57e063,2,stop,67.91711521148682,2065,300,96,0.04648910411622276,0.7657999650109559,5.173805229132995,66.2340429930482,61.06023776391521,8192
chatcmpl-35c5ccd654f04f469eefe09b99a863f2,10,stop,136.08406805992126,7098,299,96,0.013524936601859678,64.88850669492967,8.664185020141304,66.2340429930482,57.5698579729069,8192
chatcmpl-4daf869209cd41dc914fbd0967cda028,9,stop,9.544389724731445,2569,106,944,0.367458154924095,4.21060249209404e-05,1.163065304979682,9.532442217925563,8.369376912945881,10000
chatcmpl-99b200269ae9450e89390e105ff2bfcc,2,stop,76.34031677246094,2184,307,96,0.04395604395604396,4.053791053593159e-05,5.173805229132995,76.05996375903487,70.88615852990188,8192
chatcmpl-3f916ae582ff44eab61834c449007fc7,10,stop,146.54877614974976,2823,320,96,0.03400637619553666,57.26196886203252,3.2995011408347636,84.32276436593384,81.02326322509907,8192
chatcmpl-2a9c556999304112808b6b32a5ea6272,2,stop,83.90212297439575,2273,324,96,0.04223493180818302,0.29664193093776703,3.264261424075812,82.10790509311482,78.84364366903901,8192
chatcmpl-bbd7bf10cf4147eebd96d1fd7221707c,9,stop,13.627978563308716,2782,52,2672,0.9604601006470166,0.0001680389977991581,3.777139197103679,8.326455859933048,4.549316662829369,10000
chatcmpl-374acd429e6e46949322ccf623abc4bb,2,stop,65.0203263759613,1922,256,96,0.04994797086368366,5.27733375900425,10.684855232946575,59.69842225708999,49.01356702414341,8192
chatcmpl-0977f8e52375430fa97aba4316ccf1fe,2,stop,65.96828722953796,6372,277,96,0.015065913370998116,0.0003403110895305872,5.277056664926931,65.91935248696245,60.64229582203552,8192
chatcmpl-aee2da4484e5427fb05e8fd9cae91c5f,2,stop,66.39678168296814,6217,284,96,0.015441531285185781,10.685593815986067,5.276547753950581,55.667851055040956,50.391303301090375,8192
chatcmpl-0bde7d69a6cc4963a906df68543477b0,2,stop,66.7334418296814,8186,292,96,0.011727339359882726,0.0002789620775729418,10.685368135105819,66.68609213689342,56.0007240017876,8192
chatcmpl-503f3f406bd7491ba85f18ad92874708,10,stop,157.5621361732483,9531,472,96,0.010072395341517154,43.2566843831446,10.232261766912416,110.0798775900621,99.84761582314968,8192
chatcmpl-c50b059c8c7a42a6ab312c79081b97ba,2,stop,7.009474992752075,1471,101,944,0.6417403127124405,3.6414945498108864e-05,0.43266174802556634,6.960825073067099,6.5281633250415325,10000
chatcmpl-7a47ede2b60149d8b0debe517089179b,5,stop,15.90391206741333,2481,109,2368,0.954453849254333,8.65529291331768e-05,3.777139197103679,12.014236314920709,8.23709711781703,10000
chatcmpl-731ff0c94ad7454189e3ecc187093cb3,2,stop,68.34982228279114,7483,303,96,0.012829079246291595,10.685549474088475,10.057573586003855,57.62172560603358,47.564152020029724,8192
chatcmpl-05eca37a5c634a388051573ba4eb6bd1,2,stop,18.245447635650635,1553,117,944,0.6078557630392788,3.59478872269392e-05,0.49247121694497764,18.239395053125918,17.74692383618094,10000
chatcmpl-19ac816a80b64aa9bd0de0753d2c36aa,3,stop,44.61217260360718,2532,316,944,0.37282780410742494,4.3937936425209045e-05,1.384271011222154,39.13476981711574,37.750498805893585,10000
chatcmpl-bd29e3ca8d804cd3815e464cb846770b,2,stop,91.38284087181091,5350,328,96,0.01794392523364486,20.74317676597275,3.4821189008653164,70.59681558888406,67.11469668801874,8192
